,Unnamed: 0.1,Unnamed: 0,id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,review rate number,calculated host listings count,availability 365,house_rules,availability_365
360,360,30613,17908896,Private Bedroom in a well-furnished Manhattan Apt,25707257984,unconfirmed,Maryam,Manhattan,Midtown,40.75532,-73.9654,United States,US,True,moderate,Private room,2013.0,614,$123 ,2.0,15.0,3.0,1.0,0.0,No parties. No loud music or noise late at night. No guests in the apartment. No smoking.,0.0
361,361,50941,29136050,Home Suite Away-Min From JFK-Walking to UBS Arena,8688532701,unconfirmed,Paul,Queens,Cambria Heights,40.70241,-73.72493,United States,US,False,moderate,Entire home/apt,2022.0,1080,$216 ,2.0,4.0,3.0,1.0,88.0,,88.0
362,362,69684,39487809,NEAR THE CITY THAT NEVER SLEEPS!,22029703081,unconfirmed,Maria,Staten Island,Mariners Harbor,40.62879,-74.16062,United States,US,True,strict,Private room,2009.0,130,$26 ,2.0,48.0,1.0,1.0,232.0,,232.0
363,363,78489,44350811,Entire beautiful apartment-Astoria,62472055078,unconfirmed,Dioni,Queens,Ditmars Steinway,40.77319,-73.91687,United States,US,True,moderate,Entire home/apt,2021.0,678,$136 ,3.0,2.0,1.0,2.0,200.0,"I respectfull ask that you treat my home as you would a friend's home.  My house rules are just common sense and courtesy. 1.  No loud music. 2. No parties. 3. No removal of items from the apartment unless expressly allowed by the host. 5.  Apartment door must be kept locked at all times.  4.  Security deposit shall be claimed in full in the event of any of the following:   a. Damaged or soiled sheets, to the extent that they require replacement.    b. Theft of items kept on and about the premises.    c. Unreturned keys.    d. Damage to the apartment or any part or item within and without the premises.    e. The presence of pets in the apartment, due to intent or negligence on the part of the guest and their party.    d. The presence of illicit or illegal substances, or illicit or illegal activities, on or about the premises     f.  Failure to vacate the premises by the agreed check-out time",200.0
364,364,34096,19832557,Studio Penthouse,56771607204,verified,Aka Times Square,Manhattan,Theater District,40.75762,-73.98486,United States,US,True,moderate,Entire home/apt,2014.0,617,$123 ,1.0,0.0,3.0,1.0,360.0,Be a courteous neighbor - please keep noise at an appropriate level Be a courteous guest - Please leave my home and belongings in the condition of how and where you found them  Clean up after yourself appropriately.  Details regarding trash and cleanup will be provided in your welcome pack No smoking in the unit or in the building (strict). There will be a $450 fine for smoking in the unit or in the building No open flame No pets There is a $50 fee for lost keys,360.0
365,365,69882,39597165,"Very large, clean 1 BR apartment",28695023753,unconfirmed,Tauheed,Manhattan,East Harlem,40.80343,-73.93514,United States,US,False,moderate,Entire home/apt,2008.0,493,$99 ,3.0,22.0,1.0,1.0,365.0,,365.0
366,366,86599,48829964,Adorable Prospect Heights 1 Bedroom,90116120674,unconfirmed,Nancy,Brooklyn,Prospect Heights,40.67649,-73.96697,United States,US,False,moderate,Entire home/apt,2012.0,107,$21 ,31.0,3.0,3.0,1.0,327.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",327.0
367,367,35903,20830563,Spacious Studio - 5 Mins from Times Square.,39442555466,unconfirmed,Kim,Manhattan,Midtown,40.76539,-73.98329,United States,US,True,flexible,Entire home/apt,2003.0,292,$58 ,30.0,0.0,3.0,4.0,362.0,No smoking. We kindly ask for taxis or other rides to call and not use a horn as this is a quiet neighborhood.,362.0
368,368,72786,41201044,Mint 2 bedroom w rooftop terrace!,19679497270,unconfirmed,Rachel,Manhattan,Upper West Side,40.8037,-73.96803,United States,US,True,flexible,Entire home/apt,2016.0,1145,$229 ,1.0,31.0,5.0,5.0,188.0,,188.0
369,369,41584,23968179,Washington Suite at Incentra Village Hotel,77086745731,unconfirmed,Incentra,Manhattan,West Village,40.73672,-74.00539,United States,US,True,flexible,Private room,2014.0,679,$136 ,1.0,3.0,4.0,5.0,329.0,,329.0
370,370,59688,33967018,HUGE SUNNY ONE BEDROOM APT,81191083732,verified,Andrian,Brooklyn,Fort Greene,40.68754,-73.97376,United States,US,True,strict,Entire home/apt,2015.0,1198,$240 ,3.0,15.0,3.0,1.0,104.0,,104.0
371,371,7478,5131435,Private cozy Bedroom in Brooklyn,39065155453,verified,Sam,Brooklyn,Sunset Park,40.65137,-74.00666,United States,US,False,flexible,Private room,2009.0,1040,$208 ,40.0,28.0,2.0,2.0,152.0,"We expect guests to be clean, neat and respectful. Communication is very important. No smoking indoors and no pets.",152.0
372,372,4788,3645748,Entire lux apt in Williamsburg - 30 days or more,30912844415,unconfirmed,Nicky,Brooklyn,Greenpoint,40.71959,-73.95153,United States,US,True,moderate,Entire home/apt,2018.0,296,$59 ,30.0,77.0,5.0,1.0,4.0,"The art is for your enjoyment.  Please do not touch or move anything. Please make up beds with fresh linens and wash towels and linens before you leave.  Leave house broom clean.  Dishes should be washed and put away. Sorry, no pets and no smoking.  There are age restrictions for guests.",4.0
373,373,5037,3783271,Charming brownstone top floor 1BD,11530780669,verified,Allegra,Brooklyn,Park Slope,40.66981,-73.98462,United States,US,False,strict,Entire home/apt,2020.0,1030,$206 ,10.0,26.0,5.0,1.0,182.0,"Inn Boston Reservations requests that noise levels remain moderate to low, and that all guests take into consideration those in the surrounding suites. Depending on the scale of the broken rules, guests may be contacted to request a lower noise level or asked to leave. In the event that the guests are required to vacate the unit, no refund will be provided.",182.0
374,374,68516,38842723,Manhattan view in Bushwick,50724301807,unconfirmed,Steven,Brooklyn,Bedford-Stuyvesant,40.69099,-73.92657,United States,US,False,strict,Private room,2007.0,660,$132 ,1.0,1.0,3.0,1.0,0.0,,0.0
375,375,99858,56152909,SleepEasyNY: PRIVATE SUITE | 5 STOPS TO MANHATTAN,22638633919,unconfirmed,Giedre & Andre,Brooklyn,East Flatbush,40.66048,-73.93335,United States,US,False,moderate,Entire home/apt,2005.0,513,$103 ,1.0,127.0,4.0,1.0,7.0,,7.0
376,376,3665,3025516,Modern Studio in Midtown East,3345143666,unconfirmed,Christine,Manhattan,Midtown,40.75701,-73.96781,United States,US,False,flexible,Entire home/apt,2017.0,200,$40 ,3.0,0.0,2.0,1.0,229.0,No smoking. We kindly ask for taxis or other rides to call and not use a horn as this is a quiet neighborhood.,229.0
377,377,44275,25454419,Sonder | Stock Exchange | Brilliant 1BR + Laundry,65119919089,verified,Sonder (NYC),Manhattan,Financial District,40.70744,-74.01048,United States,US,False,strict,Entire home/apt,2008.0,856,$171 ,2.0,2.0,2.0,327.0,331.0,,331.0
378,378,66139,37529906,Beautiful house in the heart of Williamsburg,12660123753,verified,Julia,Brooklyn,Williamsburg,40.717,-73.95144,United States,US,False,moderate,Entire home/apt,2010.0,1019,$204 ,30.0,135.0,2.0,1.0,54.0,,54.0
379,379,92202,51924501,Private room in cozy apartment in east village,18720955867,unconfirmed,Charles,Manhattan,East Village,40.7232,-73.98152,United States,US,False,moderate,Private room,2004.0,809,$162 ,30.0,8.0,5.0,1.0,219.0,#NAME?,219.0
380,380,11366,7278778,Room in colorful Bushwick SUPER close to subways!,16831620743,verified,Gretchen,Brooklyn,Bedford-Stuyvesant,40.69937,-73.94447,United States,US,False,moderate,Private room,2015.0,240,$48 ,1.0,9.0,3.0,1.0,95.0,Parties and smoking are not allowed under any circumstances and incur significant fees. Pets may be considered with pre-approval and an additional pet fee.,95.0
381,381,27255,16054273,Modern Cozy & Clean Private 3 Bedroom Mins to NYC,82208458332,verified,Kelly,Queens,Long Island City,40.75331,-73.93907,United States,US,True,flexible,Entire home/apt,2004.0,436,$87 ,4.0,65.0,4.0,2.0,221.0,No Smoking No Pets,221.0
382,382,1966,2087158,Very Large Private Room on quiet st,65735784853,verified,Douglas,Bronx,Mount Eden,40.84058,-73.91382,United States,US,False,strict,Private room,2003.0,364,$73 ,2.0,291.0,3.0,1.0,-9.0,"Sorry, but no pets or smoking.",-9.0
383,383,65855,37373053,Spacious Newly Renovated Brooklyn Apartment,19494619079,unconfirmed,Paige,Brooklyn,Crown Heights,40.66706,-73.93452,United States,US,True,flexible,Entire home/apt,2010.0,623,$22 ,1.0,8.0,2.0,1.0,0.0,,0.0
384,384,27163,16003461,Must Love Dogs and Tribeca NYC,80131301766,unconfirmed,Robert,Manhattan,Tribeca,40.71844,-74.00901,United States,US,False,flexible,Private room,2004.0,582,$116 ,1.0,0.0,5.0,1.0,0.0,"No smoking, no pets, no parties",0.0
385,385,44249,25440059,Cozy lil room in the coolest Brooklyn neighborhood,83824704517,unconfirmed,María Gabriela,Brooklyn,Bushwick,40.69026,-73.90689,United States,US,False,moderate,Private room,2013.0,483,$97 ,4.0,0.0,4.0,1.0,158.0,"No smoking, pets, overnight guests or loud noise.",158.0
386,386,16184,9939759,Sunny East Village apartment,19973978390,unconfirmed,Guy,Manhattan,East Village,40.72791,-73.98916,United States,US,True,strict,Entire home/apt,2010.0,1037,$207 ,4.0,3.0,5.0,1.0,264.0,"Guests can come and go as they like, we only ask that in the evening hours after 10pm that you are quiet and respectful of your neighbors as we are an old building.",264.0
387,387,28932,16980480,Hippie 1 Bedroom in Chinatown,6340742614,verified,Amira,Manhattan,Chinatown,40.71532,-73.99903,United States,US,True,moderate,Entire home/apt,2019.0,528,$106 ,7.0,2.0,3.0,1.0,0.0,THIS IS A NON-SMOKING RESIDENCE. NO Children under the age of 16  Smoking is permitted on the outside front porch deck only. Quiet hours are from 11:00 p.m. - 7:00 a.m. No pets allowed. Be respectful of your neighbors.,0.0
388,388,69680,39485600,Newly Renovated 1 BR,22960968240,unconfirmed,Stephen,Manhattan,Lower East Side,40.7195,-73.99416,United States,US,True,moderate,Private room,2006.0,1125,$225 ,5.0,32.0,2.0,1.0,341.0,,341.0
389,389,88990,50150513,Lovely&Morden bedroom near everything you want!,60425366588,verified,Yukee,Manhattan,Upper West Side,40.80039,-73.96724,United States,US,False,flexible,Private room,2011.0,605,$121 ,1.0,56.0,2.0,6.0,326.0,No Smoking,326.0
390,390,82941,46809650,Spacious & comfy BK bedroom 30mins from Manhattan.,20078349061,verified,,Brooklyn,Bedford-Stuyvesant,40.68163,-73.95558,United States,US,True,moderate,Private room,2018.0,1192,$238 ,7.0,15.0,2.0,2.0,71.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions, and the year-round tenants must be respected. There is no smoking allowed in the apartments and significant fees will take place if occurs.",71.0
391,391,8951,5944973,"Loft style, chill, charming East Village sanctuary",84693878401,unconfirmed,Anna,Manhattan,East Village,40.72148,-73.98235,United States,US,True,moderate,Entire home/apt,2020.0,451,$90 ,2.0,22.0,4.0,1.0,299.0,"No smoking, no pets. Otherwise, nothing in particular, please treat the other occupants and the apartment with respect.",299.0
392,392,58411,33261731,Modern & Hip in Bedstuy!,73173350041,unconfirmed,Brett,Brooklyn,Bedford-Stuyvesant,40.68043,-73.9401,United States,US,True,moderate,Entire home/apt,2016.0,223,$45 ,5.0,81.0,5.0,1.0,356.0,,356.0
393,393,89348,50348236,Charming Brooklyn Garden Apartment,27740280776,verified,Eva Maria,Brooklyn,Bedford-Stuyvesant,40.68084,-73.91116,United States,US,True,strict,Entire home/apt,2011.0,1116,$223 ,2.0,151.0,4.0,2.0,284.0,,284.0
394,394,58725,33435154,JOE'S PARADISE 5019,67912757285,verified,Joseph,Brooklyn,Flatlands,40.62265,-73.92658,United States,US,False,moderate,Entire home/apt,2019.0,959,$192 ,3.0,142.0,2.0,2.0,308.0,,308.0
395,395,12042,7652133,Sun-filled Nolita 1 Bdrm Apt - prime location,18784716963,unconfirmed,Ava,Manhattan,Little Italy,40.719,-73.99565,United States,US,True,strict,Entire home/apt,2010.0,108,$22 ,2.0,9.0,5.0,1.0,190.0,No smoking. Please be respectful of our neighbors.,190.0
396,396,100357,56428507,Convenient place in Manhattan,38983398628,unconfirmed,Louise,Manhattan,Upper East Side,40.77968,-73.94815,United States,US,True,flexible,Private room,2019.0,964,$193 ,3.0,7.0,5.0,3.0,0.0,,0.0
397,397,97974,55112376,Room 4 -Sunny Cozy Room in Historic Victorian Home,5695781693,unconfirmed,Elizabeth,Brooklyn,Flatbush,40.64408,-73.96979,United States,US,True,moderate,Private room,2017.0,1196,$239 ,2.0,28.0,4.0,6.0,68.0,"Nothing out of the ordinary...the basic considerations...being reasonably neat and tidy.   Please leave shoes in the entranceway.   NO SMOKING in apartment or deck. Kitchen is available for breakfast only;   I stock the breakfast essentials...coffee, tea, milk, cream, juice, cereal, bread, jelly, and often other items as well.  You may use the fridge for beverages and light snacks all day, but no cooking, frying baking of any meal, and no dinner in the house.   You may store items in the fridge. I'm insensitive to noise, so there is no need to tip-toe.  Plus we are 2 floors apart, you likely won't be hearing me either. I do request that guest be tidy and clean, i.e. dishes not left overnight, etc.  I do have a housekeeper a couple of times a month to handle the big stuff.",68.0
398,398,19502,11772291,High End 4 bedroom in best location in Ditmas Park,3381344980,verified,Ches,Brooklyn,Flatbush,40.63766,-73.96611,United States,US,False,strict,Entire home/apt,2015.0,388,$78 ,2.0,102.0,5.0,1.0,276.0,,276.0
399,399,22599,13482764,Huge Private Furnished Bedroom - Inwood,35200822491,unconfirmed,Nic,Manhattan,Inwood,40.86396,-73.9267,United States,US,True,flexible,Private room,2012.0,1073,$215 ,5.0,2.0,5.0,1.0,0.0,,0.0
400,400,7727,5268958,Sunny bedroom in the West Village,52403582025,verified,Ellie,Manhattan,West Village,40.73379,-74.00422,United States,US,False,moderate,Private room,2006.0,229,$46 ,1.0,5.0,2.0,1.0,293.0,"Overall please treat the apartment as you would you own home, Keeping it as clean and tidy as you found it.  Please clean up before checking out. Any major clean-up service required may be deducted from the deposit.  No Loud / Large Parties .  Please include the number of people who will be staying before you reserve this apartment. No extra guests other than the maximum 4 allowed who booked  All smoking should be done outside, as this is a smoke free environment.",293.0
401,401,25226,14933656,"Spacious 1BR  in Park Slope, Brooklyn NEAR PARK",84071979606,verified,Alexandra,Brooklyn,South Slope,40.66563,-73.98669,United States,US,True,moderate,Entire home/apt,2022.0,94,$19 ,2.0,3.0,2.0,1.0,0.0,"Please! No parties, no pets, no smoking, no illegal downloading from the Internet.",0.0
402,402,19017,11504425,New york Multi-unit building,21486494443,unconfirmed,Pablo,Bronx,Fordham,40.86533,-73.89713,United States,US,False,strict,Private room,2010.0,449,$90 ,3.0,1.0,4.0,1.0,179.0,,179.0
403,403,81283,45893937,Cozy Room in Astoria,27919160660,verified,James,Queens,Astoria,40.76488,-73.91813,United States,US,True,strict,Private room,2017.0,268,$54 ,1.0,8.0,3.0,1.0,89.0,,89.0
404,404,16589,10163441,A room for mom or woman on adventure,81848879358,verified,Sophia,Manhattan,Harlem,40.80515,-73.95595,United States,US,False,moderate,Private room,2009.0,1109,$222 ,3.0,50.0,3.0,1.0,287.0,,287.0
405,405,27382,16124415,Room on st marks place (women only),53782600624,,Laura,Manhattan,East Village,40.72625,-73.98404,United States,US,False,moderate,Private room,2010.0,805,$161 ,1.0,10.0,4.0,2.0,97.0,,97.0
406,406,32560,18984224,Summer Luxury in Harlem !!!,47659906569,verified,Jared,Manhattan,Harlem,40.80978,-73.94408,United States,US,True,strict,Shared room,2010.0,366,$73 ,14.0,8.0,4.0,1.0,21.0,"This is our home, not a hotel so we expect guests to leave it as clean as they found it.  No smoking in the house. No pets are allowed.",21.0
407,407,88009,49608707,"Private BR in comfy, international-vibe Harlem apt",43019372679,unconfirmed,Rachel,Manhattan,Harlem,40.82265,-73.94501,United States,US,False,moderate,Private room,2013.0,697,$139 ,2.0,44.0,1.0,1.0,90.0,"Shoes are removed at the door to keep the house clean; slippers will be provided.  Guests should be polite, courteous and respectful. Guests seeking to book 5 days or more must have a completed profile, at least three verifications and at least two reviews and/or references.  Exceptions to this policy may be granted individually as warranted.  Please write to inquire. There is no smoking allowed on the property. This is an environmentally friendly home and guests are encouraged to be sensitive to their use of natural resources.  For example, twenty-minute long showers are discouraged.",90.0
408,408,25410,15035279,Vanderbilt  · Quaint Art-Filled Brooklyn Apartment,57422199625,verified,Jen,Brooklyn,Clinton Hill,40.69575,-73.96966,United States,US,True,flexible,Entire home/apt,2016.0,505,$101 ,3.0,5.0,5.0,1.0,0.0,,0.0
409,409,74854,42343200,Everything is New. Rare New apartment in Manhattan,77109711846,unconfirmed,Hiroki,Manhattan,Inwood,40.86423,-73.92348,United States,US,True,moderate,Private room,2011.0,896,$179 ,29.0,1.0,5.0,37.0,32.0,,32.0
410,410,67131,38077787,Spacious Private Couple Room with Private Bath,58346817434,unconfirmed,Kathy & Yvonne,Brooklyn,Borough Park,40.63366,-74.00715,United States,US,True,flexible,Private room,2013.0,534,$107 ,30.0,24.0,4.0,5.0,180.0,,180.0
411,411,16074,9879006,Beautiful Studio on Tree-Lined St.,75917147650,unconfirmed,Liz,Manhattan,Chelsea,40.74583,-74.00451,United States,US,False,flexible,Entire home/apt,2008.0,761,$152 ,4.0,30.0,5.0,1.0,349.0,"There is no smoking allowed anywhere on the property including back stairs or front driveway. Please take your shoes off once you enter the apartment. Also, disconnect toaster, coffee maker, and tea kettle after use. Thank you.",349.0
